0,479
0,169
0,066
0,064
0,065
0,064
0,063
0,063
0,063
0,066
0,064
0,064
0,063
0,063
0,065
0,068
0,064
0,065
0,063
0,064
0,064
0,063
0,064
0,064
0,065
0,066
0,064
0,064
0,064
0,063
0,063
0,063
0,063
0,063
0,063
0,063
0,066
0,063
0,063
0,063
0,066
0,063
0,063
0,063
0,063
0,066
0,066
0,064
0,063
0,064
0,066
0,063
0,066
0,066
0,063
0,064
0,063
0,066
0,063
0,066
0,064
0,066
0,063
0,063
0,064
0,063
0,064
0,063
0,063
0,063
0,065
0,066
0,063
0,066
0,066
0,063
0,063
0,066
0,063
0,065
0,063
0,064
0,065
0,063
0,066
0,063
0,066
0,063
0,066
0,063
0,063
0,064
0,066
0,063
0,063
0,063
0,066
0,063
0,064
0,066
0,066
0,063
0,066
0,063
0,063
0,063
0,066
0,064
0,063
0,063
0,066
0,064
0,066
0,064
0,063
0,066
0,063
0,066
0,063
0,066
0,063
0,066
0,063
0,064
0,064
0,066
0,063
0,066
0,063
0,064
0,063
0,063
0,064
0,066
0,064
0,063
0,063
0,066
0,065
0,066
0,063
0,064
0,066
0,063
0,064
0,063
0,064
0,065
0,063
0,063
0,063
0,063
0,066
0,063
0,065
0,063
0,062
0,065
0,063
0,065
0,064
0,062
0,065
0,062
0,062
0,065
0,062
0,063
0,063
0,063
0,063
0,068
0,062
0,065
0,066
0,063
0,064
0,063
0,066
0,063
0,064
0,063
0,064
0,064
0,066
0,063
0,063
0,063
0,066
0,063
0,063
0,063
0,062
0,063
0,063
0,063
0,063
0,062
0,063
0,063
0,063
0,063
0,063
0,065
0,063
0,065
0,062
0,065
0,063
0,062
0,063
0,066
0,063
0,065
0,062
0,065
0,065
0,064
0,065
0,065
0,063
0,063
0,063
0,066
0,063
0,066
0,063
0,066
0,063
0,066
0,066
0,063
0,066
0,063
0,066
0,066
0,063
0,063
0,063
0,063
0,063
0,063
0,063
0,066
0,063
0,063
0,066
0,064
0,063
0,065
0,065
0,063
0,063
0,063
0,065
0,063
0,064
0,066
0,063
0,063
0,065
0,063
0,066
0,063
0,063
0,066
0,063
0,063
0,066
0,065
0,066
0,063
0,063
0,063
0,066
0,063
0,065
0,063
0,062
0,063
0,063
0,063
0,065
0,066
0,063
0,063
0,063
0,063
0,063
0,066
0,066
0,063
0,066
0,064
0,066
0,064
0,063
0,067
0,065
0,066
0,063
0,066
0,063
0,063
0,064
0,063
0,063
0,063
0,063
0,064
0,064
0,063
0,066
0,066
0,064
0,063
0,064
0,064
0,063
0,063
0,066
0,063
0,067
0,065
0,066
0,064
0,066
0,069
0,063
0,063
0,064
0,063
0,065
0,063
0,063
0,063
0,066
0,063
0,064
0,066
0,063
0,067
0,064
0,064
0,066
0,063
0,065
0,063
0,066
0,063
0,066
0,063
0,063
0,063
0,066
0,064
0,066
0,063
0,064
0,065
0,064
0,066
0,064
0,063
0,063
0,067
0,063
0,064
0,066
0,064
0,066
0,064
0,064
0,066
0,064
0,063
0,066
0,064
0,064
0,066
0,067
0,063
0,063
0,064
0,066
0,066
0,064
0,066
0,064
0,064
0,064
0,063
0,064
0,064
0,063
0,064
0,066
0,063
0,064
0,063
0,063
0,066
0,063
0,064
0,063
0,064
0,066
0,064
0,066
0,064
0,066
0,066
0,063
0,063
0,066
0,066
0,063
0,066
0,063
0,066
0,066
0,063
0,063
0,066
0,066
0,066
0,065
0,063
0,063
0,063
0,063
0,064
0,063
0,063
0,065
0,064
0,063
0,066
0,064
0,063
0,066
0,064
0,066
0,064
0,066
0,064
0,066
0,063
0,064
0,066
0,064
0,063
0,066
0,066
0,064
0,063
0,063
0,064
0,063
0,065
0,063
0,063
0,066
0,066
0,063
0,063
0,064
0,063
0,066
0,063
0,063
0,063
0,064
0,066
0,063
0,066
0,063
0,063
0,063
0,063
0,066
0,063
0,072
0,067
0,063
0,063
0,063
0,063
0,063
0,066
0,063
0,063
0,066
0,063
0,064
0,063
0,064
0,063
0,064
0,063
0,064
0,064
0,064
0,066
0,063
0,066
0,063
0,063
0,064
0,063
0,066
0,063
0,064
0,063
0,063
0,065
0,063
0,063
0,063
0,064
0,064
0,066
0,063
0,063
0,065
0,067
0,063
0,064
0,063
0,063
0,063
0,063
0,063
0,064
0,063
0,063
0,063
0,063
0,063
0,063
0,066
0,066
0,063
0,064
0,063
0,065
0,063
0,065
0,064
0,063
0,066
0,063
0,063
0,064
0,066
0,066
0,066
0,064
0,064
0,065
0,066
0,063
0,063
0,063
0,064
0,063
0,063
0,063
0,063
0,063
0,065
0,063
0,063
0,063
0,063
0,063
0,063
0,064
0,063
0,063
0,066
0,063
0,063
0,064
0,064
0,063
0,065
0,063
0,066
0,064
0,063
0,064
0,063
0,063
0,063
0,066
0,065
0,063
0,063
0,065
0,066
0,064
0,065
0,072
0,067
0,065
0,064
0,065
0,067
0,067
0,068
0,065
0,065
0,067
0,065
0,065
0,065
0,064
0,092
0,066
0,064
0,065
0,068
0,064
0,068
0,065
0,067
0,065
0,064
0,064
0,064
0,065
0,067
0,065
0,065
0,064
0,065
0,068
0,065
0,065
0,065
0,064
0,067
0,065
0,066
0,064
0,066
0,065
0,065
0,067
0,064
0,065
0,068
0,065
0,067
0,064
0,065
0,064
0,065
0,067
0,065
0,065
0,064
0,064
0,065
0,067
0,064
0,065
0,064
0,067
0,067
0,064
0,065
0,065
0,065
0,068
0,064
0,064
0,068
0,065
0,065
0,065
0,064
0,065
0,065
0,067
0,065
0,065
0,064
0,068
0,065
0,067
0,066
0,065
0,065
0,065
0,065
0,067
0,067
0,066
0,068
0,065
0,065
0,065
0,066
0,067
0,065
0,066
0,065
0,065
0,065
0,066
0,068
0,065
0,065
0,067
0,064
0,067
0,066
0,064
0,065
0,065
0,067
0,065
0,064
0,068
0,067
0,067
0,067
0,065
0,064
0,065
0,065
0,065
0,067
0,065
0,064
0,065
0,064
0,065
0,066
0,067
0,065
0,068
0,065
0,064
0,064
0,067
0,065
0,065
0,068
0,067
0,065
0,065
0,068
0,065
0,065
0,065
0,065
0,065
0,065
0,067
0,064
0,065
0,067
0,065
0,068
0,065
0,064
0,064
0,065
0,065
0,065
0,064
0,065
0,066
0,069
0,065
0,064
0,064
0,065
0,065
0,064
0,065
0,067
0,065
0,065
0,065
0,068
0,066
0,068
0,065
0,064
0,065
0,066
0,068
0,064
0,065
0,068
0,066
0,068
0,065
0,067
0,065
0,065
0,067
0,065
0,067
0,065
0,064
0,066
0,065
0,068
0,065
0,065
0,068
0,065
0,066
0,065
0,067
0,068
0,065
0,065
0,065
0,065
0,065
0,065
0,065
0,065
0,065
0,065
0,065
0,065
0,066
0,065
0,066
0,064
0,065
0,065
0,066
0,068
0,067
0,068
0,067
0,067
0,065
0,067
0,065
0,067
0,065
0,068
0,064
0,065
0,068
0,065
0,065
0,068
0,065
0,067
0,068
0,065
0,065
0,065
0,068
0,065
0,067
0,065
0,064
0,068
0,065
0,067
0,064
0,065
0,066
0,067
0,064
0,065
0,066
0,064
0,066
0,064
0,065
0,067
0,065
0,067
0,065
0,064
0,067
0,066
0,065
0,065
0,065
0,067
0,065
0,064
0,065
0,068
0,065
0,067
0,065
0,064
0,065
0,064
0,067
0,067
0,065
0,067
0,068
0,067
0,065
0,067
0,067
0,064
0,067
0,066
0,064
0,064
0,065
0,064
0,065
0,067
0,065
0,065
0,065
0,064
0,067
0,064
0,064
0,067
0,065
0,065
0,067
0,065
0,067
0,066
0,064
0,064
0,067
0,065
0,064
0,066
0,065
0,068
0,065
0,065
0,065
0,064
0,065
0,064
0,065
0,064
0,065
0,065
0,067
0,067
0,064
0,067
0,067
0,064
0,065
0,066
0,067
0,067
0,065
0,064
0,064
0,067
0,064
0,067
0,065
0,065
0,067
0,065
0,068
0,065
0,066
0,064
0,065
0,067
0,064
0,067
0,065
0,065
0,067
0,064
0,065
0,064
0,065
0,064
0,068
0,065
0,065
0,065
0,065
0,064
0,067
0,065
0,067
0,065
0,064
